time,proto,sip,sport,dip,dport,from,to,subject
2017/11/3 14:54,smtp,222.185.184.72,58510,10.5.71.60,25,72a648455555cd818820e70c686eb907@qq.com,1199@hightech.com,×íºóºÎ·ÁËÀ±ãÂñasd¡Ü°ÄéÔĞÂÆÏ¾©116498ccom¾«ÊÙYÁÏ£¼Ò»´áÖĞÌØ£¾ÔİÔ¼´ËÍ³8£üâÀÈº£º512137592£ü¡İÓÅÈá¹Ñ¶Ï
2017/11/3 20:13,smtp,61.146.127.123,4285,10.5.71.60,25,68dfb30c6b2ad82a63b9dd9e950987c1@combest.com.cn,1100@hightech.com,×îĞÂ×îÈ«Å·ÃÀÈÕº«¹úÄÚÍµÅÄ×ÔÅÄavÊÓÆµ¸ßÇåÎŞÂë
2017/11/3 10:26,smtp,10.64.105.158,1986,10.5.71.60,25,1481@hightech.com,1100@hightech.com,×Ü½á
2017/11/3 10:27,smtp,10.64.105.173,1974,10.5.71.60,25,1365@hightech.com,1211@hightech.com,×Ü½á
2017/11/3 10:32,smtp,10.64.105.203,1908,10.5.71.60,25,1417@hightech.com,1224@hightech.com,×Ü½á
2017/11/3 10:36,smtp,10.64.105.44,1825,10.5.71.60,25,1281@hightech.com,1224@hightech.com,×Ü½á
2017/11/3 10:39,smtp,10.64.105.177,2615,10.5.71.60,25,1483@hightech.com,1191@hightech.com,×Ü½á
2017/11/3 10:40,smtp,10.64.105.223,2192,10.5.71.60,25,1422@hightech.com,1080@hightech.com,×Ü½á
2017/11/3 10:44,smtp,10.64.106.36,1575,10.5.71.60,25,1147@hightech.com,1100@hightech.com,×Ü½á
2017/11/3 11:13,smtp,10.64.106.26,1755,10.5.71.60,25,1164@hightech.com,1211@hightech.com,×Ü½á
2017/11/3 11:19,smtp,10.64.105.164,2057,10.5.71.60,25,1167@hightech.com,1230@hightech.com,×Ü½á
2017/11/3 12:01,smtp,10.64.105.96,1932,10.5.71.60,25,1290@hightech.com,1228@hightech.com,×Ü½á
2017/11/3 14:17,smtp,10.64.105.246,3141,10.5.71.60,25,1381@hightech.com,1143@hightech.com,×Ü½á
