time,proto,sip,sport,dip,dport,from,to,subject
2017-11-26 09:20:18,smtp,10.116.216.71,1565,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:115]HOST_5XX49c7978c4980fa043b04c773f72f4948
2017-11-26 09:22:35,smtp,10.116.216.71,2283,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1478]HOST_5XX66f04279fd706efaec2f66a3babeb0f3
2017-11-26 09:22:53,smtp,60.182.126.242,52382,10.5.71.60,25,bb1a880e4988523346567e24fd2f9c9f@qq.com,1101@hightech.com,关尚〔〔新葡京〕〕116498點com【添加釦釦：778684162群號：252647499--領取神秘紅寶】风声鹤唳
2017-11-26 09:24:46,smtp,10.64.105.89,2384,10.5.71.60,25,1041@hightech.com,1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,年度工作目标
2017-11-26 09:28:10,smtp,10.116.216.71,2561,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:739]HOST_5XX27ea21693fbd127e427d4ddd575d5437
2017-11-26 09:28:14,smtp,10.116.216.71,2146,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:356]HOST_5XX201d7378ed0af2702ed8214bfec275a2
2017-11-26 09:28:52,smtp,10.116.216.71,2219,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:426]HOST_5XXb052d4a5ce7b9d55c6c33530ccd4f605
2017-11-26 09:29:33,smtp,219.142.78.230,1662,10.5.71.60,25,c36ea5e83d64b6ad3ef75703fbd86cc1@sina.com,1473@hightech.com,个人资料
2017-11-26 09:29:52,smtp,10.64.105.198,1962,10.5.71.60,25,1467@hightech.com,1041@hightech.com,工作汇报
2017-11-26 09:33:44,smtp,10.116.216.71,2280,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:316]HOST_5XXf92f6556ee28e99c65eecb1e8833c655
2017-11-26 09:34:36,smtp,10.116.216.73,1778,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
