time,proto,sip,sport,dip,dport,from,to,subject
2017-11-15 03:00:00,smtp,10.1.4.17,49193,10.5.71.60,25,kaoqin@hightech.com,1013@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49192,10.5.71.60,25,kaoqin@hightech.com,1306@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49184,10.5.71.60,25,kaoqin@hightech.com,1268@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49227,10.5.71.60,25,kaoqin@hightech.com,1195@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49205,10.5.71.60,25,kaoqin@hightech.com,1363@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49193,10.5.71.60,25,kaoqin@hightech.com,1383@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49229,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,¿õ¹¤
2017-11-15 03:00:00,smtp,10.1.4.17,49186,10.5.71.60,25,kaoqin@hightech.com,1253@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49234,10.5.71.60,25,kaoqin@hightech.com,1379@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49228,10.5.71.60,25,kaoqin@hightech.com,1137@hightech.com,³Ùµ½
2017-11-15 03:00:00,smtp,10.1.4.17,49202,10.5.71.60,25,kaoqin@hightech.com,1059@hightech.com,¿õ¹¤
2017-11-15 04:00:00,smtp,10.1.4.17,49189,10.5.71.60,25,kaoqin@hightech.com,1313@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49241,10.5.71.60,25,kaoqin@hightech.com,1304@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49173,10.5.71.60,25,kaoqin@hightech.com,1239@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49211,10.5.71.60,25,kaoqin@hightech.com,1219@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49229,10.5.71.60,25,kaoqin@hightech.com,1457@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49222,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,¿õ¹¤
2017-11-15 04:00:00,smtp,10.1.4.17,49205,10.5.71.60,25,kaoqin@hightech.com,1230@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49181,10.5.71.60,25,kaoqin@hightech.com,1362@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49177,10.5.71.60,25,kaoqin@hightech.com,1223@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49170,10.5.71.60,25,kaoqin@hightech.com,1155@hightech.com,¿õ¹¤
2017-11-15 04:00:00,smtp,10.1.4.17,49232,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,¿õ¹¤
2017-11-15 04:00:00,smtp,10.1.4.17,49199,10.5.71.60,25,kaoqin@hightech.com,1211@hightech.com,³Ùµ½
2017-11-15 04:00:00,smtp,10.1.4.17,49210,10.5.71.60,25,fuli@hightech.com,1181@hightech.com,ÉúÈÕ¿ìÀÖ£¡£¡£¡ËÍ¾©¶«¿¨¸£Àû
2017-11-15 09:21:00,smtp,10.116.216.72,2288,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:21:11,smtp,10.116.216.72,2234,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:21:18,smtp,222.185.184.72,62063,10.5.71.60,25,2dad2ef19f6fe2ab313e77cb8c28ee36@qq.com,1087@hightech.com,ÆøÏó¾ÖÌáĞÑ¡ÚÆÚ´ıÄúµÄ¼ÓÈë¡Á°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592¡Ûa00
2017-11-15 09:23:59,smtp,10.64.106.13,2541,10.5.71.60,25,1300@hightech.com,e1b48265b06900c248424a72a7505401@qq.com,¹«Ë¾¼ò½é
2017-11-15 09:24:01,smtp,10.64.105.43,1639,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-15 09:26:12,smtp,10.116.216.71,1583,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:999]HOST_5XXff1a92e9c4788a4a976f3b8c4bf6ed8c
2017-11-15 09:26:12,smtp,10.116.216.71,2188,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1517]HOST_5XXa28ed6771ef2ee7acbd4e4ead4c08fbd
2017-11-15 09:26:22,smtp,10.64.106.7,2244,10.5.71.60,25,1378@hightech.com,1348ed56a36d2bf680e7f653b7b6cd2a@foxmail.com,ĞÂÔ±¹¤±Ø¶Á
2017-11-15 09:26:43,smtp,60.179.248.88,55867,10.5.71.60,25,6d12bec9ea2003bfe143de8008fa2d9d@qq.com,1154@hightech.com,½ğ¼ÌÁé¡º¼t°ü´óŸâ@â@£º778684162¡§38Ôª¼t°úÒÑ½›éÄúÌí¼ÓÈºÌ–£º252647499¡§°ÄéTĞÂÆÏ¾©¡§•r•r-9.88¡»·ÅÖîËÄº£¶ø½Ô×¼
2017-11-15 09:28:15,smtp,218.0.69.130,55352,10.5.71.60,25,60fdfae66d165ccbd4f1cf3c1acfad78@qq.com,1224@hightech.com,¹ØÖ§ĞÂÆÏ¾©¡ñ¡¾¼tŒšÒÑ½›ÅÉ°l-Ìí¼Óâ@â@£º778684162ÈºÌ–£º512137592--èF°å¾«œÊÁùºĞÙYÁÏ-ÁùºĞ49±¶¡¿¡ñ²»ÓëÈËÆÚ
2017-11-15 09:32:39,smtp,14.17.32.47,2034,10.5.71.60,25,70476b50f07acd85d599a06446758844@foxmail.com,1145@hightech.com,ÏîÄ¿Ïà¹Ø
2017-11-15 09:33:13,smtp,219.142.78.230,2369,10.5.71.60,25,92749a6a3fee17fe56c82a894db762ce@sina.com,1118@hightech.com,ÕÕÆ¬¡¢±í¸ñµÈ×ÊÁÏ
2017-11-15 09:33:22,smtp,10.116.216.71,2189,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:703]HOST_5XX19aa03d50872e1d1691298bc10de456a
2017-11-15 09:33:28,smtp,10.64.106.32,2257,10.5.71.60,25,1371@hightech.com,d1d11a73a7933901effb294d8f126dc3@sohu.com,ÃæÊÔÍ¨Öª
2017-11-15 09:34:00,smtp,10.64.106.4,2460,10.5.71.60,25,1013@hightech.com,1067@hightech.com,¹¤×÷»ã±¨
2017-11-15 09:35:01,smtp,10.64.106.13,2532,10.5.71.60,25,1300@hightech.com,a5b0cd0fae242bd56ab0181284383d69@qq.com,¹«Ë¾¼ò½é
2017-11-15 09:35:45,smtp,10.64.105.83,2166,10.5.71.60,25,1431@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-15 09:36:05,smtp,10.116.216.71,2560,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:382]HOST_5XXd382ba28a040397f5c36a87e3ea8b0f8
2017-11-15 09:36:13,smtp,10.116.216.71,1979,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:986]HOST_5XXcfc1e000f36be7ba6b5d9b4a0b3d5ff7
2017-11-15 09:36:13,smtp,10.116.216.72,2052,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:36:17,smtp,10.116.216.72,2134,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:36:45,smtp,10.116.216.71,1653,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:569]HOST_5XXe4a0baaf0df30dc936825c275cd14953
2017-11-15 09:36:46,smtp,10.116.216.73,1750,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-15 09:36:58,smtp,10.116.216.72,2327,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:37:06,smtp,10.116.216.71,1987,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:719]HOST_5XXa9cb7a035a5f6fe7f00b36fa0ee9d193
2017-11-15 09:37:42,smtp,10.116.216.72,2154,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-15 09:39:06,smtp,10.116.216.71,1588,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:517]HOST_5XX3da1974b436aa2b117d930b18a2f2cce
2017-11-15 09:39:22,smtp,10.64.105.90,2302,10.5.71.60,25,1226@hightech.com,1300@hightech.com,²ÆÎñ±¨ÕË
2017-11-15 09:40:20,smtp,10.64.106.29,2001,10.5.71.60,25,1433@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,¸£Àû±£ÕÏ
2017-11-15 09:40:51,smtp,10.116.216.71,1581,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:700]HOST_5XX4636c5ce616adb77457bb513be37b5ec
2017-11-15 09:41:43,smtp,10.64.105.205,2113,10.5.71.60,25,1255@hightech.com,1489@hightech.com,²ÆÎñ±¨ÕË
2017-11-15 09:42:26,smtp,10.64.106.3,2017,10.5.71.60,25,1110@hightech.com,e50040b02a00c3f4a5a485ad5615c157@qq.com,¹«Ë¾¼ò½é
2017-11-15 09:42:56,smtp,10.64.105.231,2175,10.5.71.60,25,1213@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-15 09:43:17,smtp,10.64.105.8,2155,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-15 09:43:36,smtp,10.116.216.71,2445,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:210]HOST_5XX4c6269a7b5c6626c5e1f19b47cf53454
2017-11-15 09:44:32,smtp,10.116.216.72,2177,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
