time,proto,sip,sport,dip,dport,from,to,subject
2017-11-13 03:00:00,smtp,10.1.4.17,49211,10.5.71.60,25,fuli@hightech.com,1319@hightech.com,ÉúÈÕ¿ìÀÖ£¡£¡£¡ËÍ¾©¶«¿¨¸£Àû
2017-11-13 09:20:27,smtp,10.64.106.30,1895,10.5.71.60,25,1137@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-13 09:21:10,smtp,10.116.216.73,2158,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-13 09:21:34,smtp,10.116.216.71,1520,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:652]HOST_5XX7cd1ed559d03585fec5560aa8504dc8d
2017-11-13 09:22:03,smtp,10.64.106.43,1663,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,¿¼ÇÚÏà¹Ø
2017-11-13 09:22:31,smtp,10.116.216.71,1704,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:36]HOST_5XX0390e395623c8ada328c0e6e212b0158
2017-11-13 09:22:52,smtp,10.116.216.71,1794,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:76]HOST_5XXbd7c3e88bad2d9e01d545940448d1783
2017-11-13 09:23:00,smtp,10.116.216.71,2221,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:968]HOST_5XX4943c96bfaaf9c36e57d30304e41b2e1
2017-11-13 09:23:30,smtp,10.116.216.71,2209,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:897]HOST_5XXc18b75b5e183bb5a9cf19824fec536f7
2017-11-13 09:23:47,smtp,10.64.105.243,2231,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,³É±¾¿ØÖÆ
2017-11-13 09:23:54,smtp,10.116.216.71,1861,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:134]HOST_5XX809c0109b8966e8d5290725c91428665
2017-11-13 09:24:10,smtp,222.185.184.72,59492,10.5.71.60,25,387a8e83f8a631409b7acb9122532a58@qq.com,1125@hightech.com,Ï°Ò£¿ª¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592•r•r9.88‚ä¡Ûañã¾é»¶
2017-11-13 09:25:49,smtp,10.64.105.43,2401,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,»á¼ÆºËËã
2017-11-13 09:26:01,smtp,10.116.216.71,2284,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1555]HOST_5XX8d03f05f47f820db210eb2691b72cf83
2017-11-13 09:26:01,smtp,10.64.105.231,1577,10.5.71.60,25,1213@hightech.com,1325@hightech.com,²ÆÎñ±¨ÕË
2017-11-13 09:27:44,smtp,10.116.216.72,2119,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-13 09:27:59,smtp,10.64.105.122,2614,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,Ë°Îñ
2017-11-13 09:28:03,smtp,10.116.216.71,2401,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1025]HOST_5XX3ed4ef3d6dd15949b710f83406b8f1ed
2017-11-13 09:29:39,smtp,10.116.216.71,1957,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1342]HOST_5XX19aa03d50872e1d1691298bc10de456a
2017-11-13 09:32:15,smtp,10.116.216.71,2442,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:356]HOST_5XXb1cb62889a888dbc51b128b3165e9617
2017-11-13 09:32:42,smtp,10.64.105.29,1740,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-13 09:32:44,smtp,60.182.126.242,55966,10.5.71.60,25,964e2703aeaf4fd2acc6eb2ac011fae0@qq.com,1192@hightech.com,ÏôÂûŞ±¡ÚÆÚ´ıÄúµÄ¼ÓÈë¡Á°ÄaéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592¡Ûs´÷ĞËÆå
2017-11-13 09:33:57,smtp,10.116.216.71,1691,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:796]HOST_5XXbb46d63ada8fdbfe4aff0a4441ba2b33
2017-11-13 09:34:11,smtp,218.0.69.130,51796,10.5.71.60,25,c5a228daa6872c685a20067124b360f4@qq.com,1057@hightech.com,Â©¶ÏÈË³õ¾²zxcv¡ÚÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£ü°ÄéTĞÂÆÏ¾©116498üccom£ü£üâ@â@£º778741365»ë²»ËÆ
2017-11-13 09:34:35,smtp,10.116.216.71,2562,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:659]HOST_5XX898f94c0c2f66460222e6a86053a7e71
2017-11-13 09:34:50,smtp,10.116.216.72,2002,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-13 09:35:11,smtp,10.116.216.71,2312,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:272]HOST_5XX12e952d018f020c3a257d5b97c58d7fb
2017-11-13 09:36:20,smtp,10.116.216.72,1864,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
