time,proto,sip,sport,dip,dport,from,to,subject
2017-11-01 09:21:05,smtp,10.116.216.71,1612,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:508]HOST_5XX1149cfff5b8902d48927ab23312d57ce
2017-11-01 09:21:31,smtp,10.116.216.72,2126,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:21:58,smtp,125.112.226.59,57904,10.5.71.60,25,bd4f4244fa91fa90b5037c4d9816eaff@qq.com,1230@hightech.com,0000〔〔新葡京〕〕116498點com【添加釦釦：778684162群號：252647499--領取神秘紅寶】中国电信提醒
2017-11-01 09:22:31,smtp,10.116.216.72,2416,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:22:47,smtp,10.116.216.71,2349,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:359]HOST_5XX77bf28719d1d1496bb53b37ad38c7e11
2017-11-01 09:23:00,smtp,10.116.216.71,1742,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:107]HOST_5XX1a81f35aea74e68d3e691f06178a9837
2017-11-01 09:23:50,smtp,219.142.78.230,1926,10.5.71.60,25,c3dad6df4b792ba6b24511be2f824903@sina.com,1378@hightech.com,照片、表格等资料
2017-11-01 09:24:04,smtp,10.116.216.73,2422,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-01 09:25:25,smtp,10.116.216.71,1984,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:546]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-01 09:25:39,smtp,10.116.216.72,2312,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:25:53,smtp,10.116.216.71,2112,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:645]HOST_5XXe5473cd67bc3f57ed6e0886160abee63
2017-11-01 09:26:18,smtp,10.64.105.235,2527,10.5.71.60,25,1498@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
2017-11-01 09:26:35,smtp,125.112.225.185,49713,10.5.71.60,25,fd6f41b89f2a08638deb1118aef6ff94@qq.com,1092@hightech.com,袁安月≮澳門新葡京116498點com｜註冊即送38及工資｜釦釦：778684162｜群號：512137592｜時時9.88備?寇友澜
2017-11-01 09:26:45,smtp,10.116.216.71,2320,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:673]HOST_5XX7fbd1c3de59399a68160ec309b25bc04
2017-11-01 09:27:11,smtp,10.116.216.71,2202,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1341]HOST_5XX70e443cb5e373a0d95ef871ece4c95a9
2017-11-01 09:27:58,smtp,219.142.78.230,1839,10.5.71.60,25,9826be86ec25100db59d3d6f0b790c20@sina.com,1110@hightech.com,个人资料
2017-11-01 09:28:46,smtp,10.116.216.71,2165,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:451]HOST_5XX150bc79fe9c4e17c57437f6d6f61404a
2017-11-01 09:30:30,smtp,219.142.78.230,1853,10.5.71.60,25,7efdbef9347cfc994a63462fc544329b@sina.com,1110@hightech.com,个人资料
2017-11-01 09:31:07,smtp,60.182.126.242,64888,10.5.71.60,25,24d78281d22e393216a9432d40d5b160@qq.com,1155@hightech.com,王静wangjing●澳門新葡京-註冊送38-領取釦釦：778684162群號：252647499-［鐵板精準資料］●00000000
2017-11-01 09:31:38,smtp,10.116.216.72,1609,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:32:22,smtp,10.116.216.72,2050,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:33:13,smtp,10.64.106.7,2402,10.5.71.60,25,1378@hightech.com,f3f38632ebfac46dc777de375c7aabac@foxmail.com,公司简介
2017-11-01 09:33:36,smtp,10.116.216.71,1946,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:738]HOST_5XX6a930d1b6508d3cd4cf66c95dd076e77
2017-11-01 09:34:19,smtp,10.116.216.71,1612,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1328]HOST_5XX04bfd2225ba2db1979adfcad36df3882
2017-11-01 09:35:04,smtp,10.116.216.73,2358,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-01 09:36:34,smtp,10.64.106.3,1742,10.5.71.60,25,1110@hightech.com,16cbc8ad77bf3ff0f608ee6da3b84165@foxmail.com,新员工必读
2017-11-01 09:36:47,smtp,10.116.216.71,2330,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:248]HOST_5XX0574c278fdcc7914be1e80c14ffdfa5e
2017-11-01 09:37:12,smtp,60.182.73.177,52246,10.5.71.60,25,f1f084d70e9238d9d3b25ad9f130a544@qq.com,1092@hightech.com,雷琴『紅包大師釦釦：778684162¨38元紅苞已經為您添加¨澳門新葡京¨時時-9.88』池台遍满春色
2017-11-01 09:37:33,smtp,10.116.216.72,1967,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:38:00,smtp,10.116.216.71,2141,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:687]HOST_5XX4665a09917f64f851ebb44a6d40b0404
2017-11-01 09:38:01,smtp,10.64.105.122,1828,10.5.71.60,25,1186@hightech.com,1291@hightech.com,财务报账
2017-11-01 09:38:20,smtp,10.116.216.71,1891,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1315]HOST_5XX4c653613455ca192483444d68cf0981c
2017-11-01 09:38:25,smtp,10.116.216.71,2140,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:12]HOST_5XX3da1974b436aa2b117d930b18a2f2cce
2017-11-01 09:38:49,smtp,10.116.216.72,2183,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-01 09:39:16,smtp,10.116.216.71,2089,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:248]HOST_5XX4c02bed2518fe5aee581124932135e94
