time,proto,sip,sport,dip,dport,from,to,subject
2017-11-10 03:00:00,smtp,10.1.4.17,49222,10.5.71.60,25,kaoqin@hightech.com,1059@hightech.com,旷工
2017-11-10 03:00:00,smtp,10.1.4.17,49203,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,旷工
2017-11-10 03:00:00,smtp,10.1.4.17,49183,10.5.71.60,25,kaoqin@hightech.com,1152@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49175,10.5.71.60,25,kaoqin@hightech.com,1261@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49189,10.5.71.60,25,kaoqin@hightech.com,1189@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49162,10.5.71.60,25,fuli@hightech.com,1193@hightech.com,生日快乐！！！送京东卡福利
2017-11-10 03:00:00,smtp,10.1.4.17,49222,10.5.71.60,25,kaoqin@hightech.com,1351@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49226,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,旷工
2017-11-10 03:00:00,smtp,10.1.4.17,49166,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,旷工
2017-11-10 03:00:00,smtp,10.1.4.17,49230,10.5.71.60,25,kaoqin@hightech.com,1125@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49199,10.5.71.60,25,kaoqin@hightech.com,1224@hightech.com,迟到
2017-11-10 03:00:00,smtp,10.1.4.17,49197,10.5.71.60,25,kaoqin@hightech.com,1165@hightech.com,迟到
2017-11-10 04:00:00,smtp,10.1.4.17,49182,10.5.71.60,25,kaoqin@hightech.com,1403@hightech.com,迟到
2017-11-10 04:00:00,smtp,10.1.4.17,49232,10.5.71.60,25,fuli@hightech.com,1296@hightech.com,生日快乐！！！送京东卡福利
2017-11-10 04:00:00,smtp,10.1.4.17,49224,10.5.71.60,25,kaoqin@hightech.com,1192@hightech.com,旷工
2017-11-10 04:00:00,smtp,10.1.4.17,49217,10.5.71.60,25,kaoqin@hightech.com,1495@hightech.com,旷工
2017-11-10 04:00:00,smtp,10.1.4.17,49200,10.5.71.60,25,kaoqin@hightech.com,1145@hightech.com,迟到
2017-11-10 04:00:00,smtp,10.1.4.17,49218,10.5.71.60,25,kaoqin@hightech.com,1371@hightech.com,迟到
2017-11-10 04:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1119@hightech.com,迟到
2017-11-10 09:20:10,smtp,10.116.216.71,2247,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:861]HOST_5XX3a4d6b891a265463c7cd429629f54c88
2017-11-10 09:21:01,smtp,10.116.216.73,1955,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-10 09:21:24,smtp,10.116.216.71,2081,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:137]HOST_5XX827da51f39fef140d96e903d83377170
2017-11-10 09:21:42,smtp,10.116.216.71,1804,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:488]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-10 09:21:53,smtp,10.116.216.71,1673,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:590]HOST_5XX7fbd1c3de59399a68160ec309b25bc04
2017-11-10 09:23:02,smtp,10.116.216.71,2094,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:999]HOST_5XX3486d9f1cb24b665a014a3f17c3ecf9f
2017-11-10 09:23:03,smtp,10.116.216.72,1981,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-10 09:24:02,smtp,10.116.216.71,2304,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:338]HOST_5XXed694952b2b8c4d4fc371627d6147caa
2017-11-10 09:24:16,smtp,222.189.247.148,49897,10.5.71.60,25,a8a0b48652dce95fee4d5614a5c83668@qq.com,1119@hightech.com,昆明钢铁≤澳門新葡京116498點com精準資料＜一碼中特＞群號：252647499註冊即送38｜釦釦：778741365｜≥asc共振试验
2017-11-10 09:24:38,smtp,10.116.216.71,2224,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:803]HOST_5XXd03e0f159f4251cb05104d9838cbcd3c
2017-11-10 09:25:29,smtp,125.126.172.245,50780,10.5.71.60,25,482409f40ca84e99f896622f2a6a746e@qq.com,1230@hightech.com,BpMmnKMmWRsRsGQdZH来吧，威︴尼︴斯336248点C0M邀您紸冊嶺③8瀛3⒏0提专员Q2810009279嶺
2017-11-10 09:25:52,smtp,10.116.216.71,2122,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1200]HOST_5XXe49667dc1b52440cbd92b2c8726c1eee
2017-11-10 09:26:54,smtp,10.116.216.72,1648,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-10 09:27:08,smtp,36.4.91.27,15380,10.5.71.60,25,a9506200f52f8509d2f0f04ae9a2938f@trfp.com,1192@hightech.com,webguard你好，我司长期有:普通作帐3%、增值稅17%抵筘票可開。电：13795302945（薇信同号）李经理
2017-11-10 09:27:32,smtp,10.116.216.72,2124,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-10 09:27:37,smtp,10.116.216.71,2369,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1204]HOST_5XX12efdb198d4f4e59f8862d4305e0772e
2017-11-10 09:28:00,smtp,10.64.106.11,2393,10.5.71.60,25,1149@hightech.com,1013@hightech.com,工作汇报
2017-11-10 09:29:30,smtp,10.116.216.71,1923,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:327]HOST_5XX2ad21678a86b9356b19be756cbf73239
2017-11-10 09:29:47,smtp,10.116.216.71,2162,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1624]HOST_5XX97d5805d350612dea35b9b605bb7a368
2017-11-10 09:30:52,smtp,10.116.216.71,2208,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1312]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-10 09:31:33,smtp,10.64.105.90,1910,10.5.71.60,25,1226@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
