time,proto,sip,sport,dip,dport,from,to,subject
2017-11-14 03:00:00,smtp,10.1.4.17,49252,10.5.71.60,25,kaoqin@hightech.com,1013@hightech.com,早退
2017-11-14 03:00:00,smtp,10.1.4.17,49202,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,旷工
2017-11-14 03:00:00,smtp,10.1.4.17,49199,10.5.71.60,25,kaoqin@hightech.com,1153@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1284@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49216,10.5.71.60,25,kaoqin@hightech.com,1101@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49207,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,旷工
2017-11-14 03:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1484@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49201,10.5.71.60,25,kaoqin@hightech.com,1286@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49249,10.5.71.60,25,kaoqin@hightech.com,1087@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49169,10.5.71.60,25,kaoqin@hightech.com,1209@hightech.com,迟到
2017-11-14 03:00:00,smtp,10.1.4.17,49184,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,旷工
2017-11-14 04:00:00,smtp,10.1.4.17,49209,10.5.71.60,25,kaoqin@hightech.com,1354@hightech.com,迟到
2017-11-14 04:00:00,smtp,10.1.4.17,49201,10.5.71.60,25,kaoqin@hightech.com,1417@hightech.com,迟到
2017-11-14 04:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1434@hightech.com,迟到
2017-11-14 04:00:00,smtp,10.1.4.17,49213,10.5.71.60,25,kaoqin@hightech.com,1059@hightech.com,旷工
2017-11-14 04:00:00,smtp,10.1.4.17,49232,10.5.71.60,25,kaoqin@hightech.com,1172@hightech.com,旷工
2017-11-14 04:00:00,smtp,10.1.4.17,49218,10.5.71.60,25,kaoqin@hightech.com,1096@hightech.com,旷工
2017-11-14 04:00:00,smtp,10.1.4.17,49223,10.5.71.60,25,kaoqin@hightech.com,1244@hightech.com,迟到
2017-11-14 08:05:18,smtp,10.1.4.17,34361,10.5.71.60,25,notice@hightech.com,1204@hightech.com,重要提醒
2017-11-14 09:21:37,smtp,10.116.216.72,2447,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:21:40,smtp,10.116.216.71,2096,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:110]HOST_5XX3a4d6b891a265463c7cd429629f54c88
2017-11-14 09:22:37,smtp,10.116.216.71,1564,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:236]HOST_5XX36ad2779bcd2f20f50edcdd3e15138fc
2017-11-14 09:23:26,smtp,10.116.216.72,2240,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:23:32,smtp,10.116.216.71,1951,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:382]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-14 09:23:33,smtp,10.116.216.72,2061,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:23:49,smtp,10.116.216.72,1714,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:24:23,smtp,163.177.72.176,1891,10.5.71.60,25,67f4a558853b557093c3ebda57a69d2f@qq.com,1067@hightech.com,合作
2017-11-14 09:25:34,smtp,10.116.216.73,1759,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-14 09:25:50,smtp,222.185.184.72,60515,10.5.71.60,25,304abd5b27752865e7a4f70af5482b7e@qq.com,1100@hightech.com,鲁琪[澳門新葡京--38元紅苞已經為您添加--紅包大師釦釦：2730418114-時時9.88備成為會員領工資]谢志
2017-11-14 09:26:03,smtp,10.64.105.83,2478,10.5.71.60,25,1431@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
2017-11-14 09:27:22,smtp,10.116.216.72,2049,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:27:40,smtp,10.116.216.71,2052,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:714]HOST_5XXcc729bdbb1f797663524786bc9e49726
2017-11-14 09:27:44,smtp,10.116.216.72,2067,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:27:58,smtp,10.116.216.72,1610,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-14 09:28:01,smtp,10.116.216.71,1640,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:889]HOST_5XX5ed922036c6347df17d049dfa9a82ca6
2017-11-14 09:28:22,smtp,222.189.244.116,65455,10.5.71.60,25,a693399b8e879b4990b34e19044c82ac@qq.com,1058@hightech.com,傅露xcz≮澳門新葡京116498點com｜註冊即送38及工資｜釦釦：778741365｜時時9.88備?无懈可击
2017-11-14 09:28:37,smtp,10.116.216.71,2258,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:349]HOST_5XX18e3bec3daffdcfded83f0b54232ad76
2017-11-14 09:29:09,smtp,10.64.106.30,2575,10.5.71.60,25,1137@hightech.com,1041@hightech.com,工作汇报
2017-11-14 09:29:52,smtp,10.116.216.71,2165,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1258]HOST_5XXd6e8fa49a2e80cdf8a49eccc93a72a39
2017-11-14 09:30:09,smtp,10.116.216.71,2142,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:189]HOST_5XX61c6c953489f76d673c69e634cfc7b21
2017-11-14 09:31:09,smtp,163.177.72.176,1547,10.5.71.60,25,05881273b27392f9109818f49ce42247@qq.com,1436@hightech.com,平台分析
2017-11-14 09:32:03,smtp,118.192.64.194,39412,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1058@hightech.com,【招聘经理/高级经理_北京】崔振宇_来自猎聘网的候选人
2017-11-14 09:32:10,smtp,10.116.216.71,2154,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1101]HOST_5XX8a8269fecb923f7e7e124ad3c70451b2
2017-11-14 09:33:07,smtp,14.17.32.47,2093,10.5.71.60,25,425adb261a4b6623f01a8fcc3129d283@foxmail.com,1149@hightech.com,照片、表格等资料
2017-11-14 09:33:08,smtp,10.116.216.73,1703,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-14 09:33:09,smtp,222.189.244.116,55790,10.5.71.60,25,c6fcc710d497c085ea142915c0f19ea3@qq.com,1096@hightech.com,贾明旋jiamingxuan≤澳門新葡京116498點com精準資料＜一碼中特＞註冊即送38｜釦釦：778741365｜≥qerw000000
2017-11-14 09:33:27,smtp,10.116.216.71,2218,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:360]HOST_5XXb98fd4184a8accd149786aa711569c2c
2017-11-14 09:33:34,smtp,218.0.69.130,64673,10.5.71.60,25,58beb6d580f1f60e0d6516e13a12c424@qq.com,1058@hightech.com,flexibility≮期待您的加入×澳門新葡京116498點com－註冊即送38－釦釦：778684162群號：512137592≯中国电信提醒
2017-11-14 09:34:10,smtp,10.64.105.22,2266,10.5.71.60,25,1439@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
