time,proto,sip,sport,dip,dport,from,to,subject
2017-11-30 03:00:00,smtp,10.1.4.17,49209,10.5.71.60,25,kaoqin@hightech.com,1059@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49196,10.5.71.60,25,kaoqin@hightech.com,1101@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49200,10.5.71.60,25,kaoqin@hightech.com,1323@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49191,10.5.71.60,25,kaoqin@hightech.com,1151@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49178,10.5.71.60,25,kaoqin@hightech.com,1192@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49233,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49221,10.5.71.60,25,kaoqin@hightech.com,1060@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49195,10.5.71.60,25,kaoqin@hightech.com,1314@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49216,10.5.71.60,25,kaoqin@hightech.com,1057@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1177@hightech.com,迟到
2017-11-30 03:00:00,smtp,10.1.4.17,49173,10.5.71.60,25,kaoqin@hightech.com,1352@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1383@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49178,10.5.71.60,25,kaoqin@hightech.com,1389@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49192,10.5.71.60,25,kaoqin@hightech.com,1376@hightech.com,旷工
2017-11-30 03:00:00,smtp,10.1.4.17,49227,10.5.71.60,25,kaoqin@hightech.com,1013@hightech.com,旷工
2017-11-30 04:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,旷工
2017-11-30 04:00:00,smtp,10.1.4.17,49179,10.5.71.60,25,kaoqin@hightech.com,1147@hightech.com,迟到
2017-11-30 04:00:00,smtp,10.1.4.17,49171,10.5.71.60,25,fuli@hightech.com,1154@hightech.com,生日快乐！！！送京东卡福利
2017-11-30 04:00:00,smtp,10.1.4.17,49215,10.5.71.60,25,kaoqin@hightech.com,1281@hightech.com,旷工
2017-11-30 04:00:00,smtp,10.1.4.17,49198,10.5.71.60,25,fuli@hightech.com,1199@hightech.com,生日快乐！！！送京东卡福利
2017-11-30 04:00:00,smtp,10.1.4.17,49217,10.5.71.60,25,kaoqin@hightech.com,1171@hightech.com,迟到
2017-11-30 04:00:00,smtp,10.1.4.17,49232,10.5.71.60,25,kaoqin@hightech.com,1115@hightech.com,迟到
