time,proto,sip,sport,dip,dport,from,to,subject
2017-11-21 03:00:00,smtp,10.1.4.17,49197,10.5.71.60,25,fuli@hightech.com,1230@hightech.com,ÉúÈÕ¿ìÀÖ£¡£¡£¡ËÍ¾©¶«¿¨¸£Àû
2017-11-21 03:00:00,smtp,10.1.4.17,49195,10.5.71.60,25,kaoqin@hightech.com,1058@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49193,10.5.71.60,25,kaoqin@hightech.com,1207@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49216,10.5.71.60,25,kaoqin@hightech.com,1469@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49238,10.5.71.60,25,kaoqin@hightech.com,1126@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49208,10.5.71.60,25,kaoqin@hightech.com,1103@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49194,10.5.71.60,25,kaoqin@hightech.com,1142@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49220,10.5.71.60,25,kaoqin@hightech.com,1382@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1461@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49229,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49250,10.5.71.60,25,kaoqin@hightech.com,1195@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49214,10.5.71.60,25,kaoqin@hightech.com,1169@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49179,10.5.71.60,25,kaoqin@hightech.com,1397@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49203,10.5.71.60,25,kaoqin@hightech.com,1466@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49162,10.5.71.60,25,kaoqin@hightech.com,1348@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49171,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,³Ùµ½
2017-11-21 03:00:00,smtp,10.1.4.17,49218,10.5.71.60,25,kaoqin@hightech.com,1238@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49192,10.5.71.60,25,kaoqin@hightech.com,1193@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1041@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49173,10.5.71.60,25,kaoqin@hightech.com,1183@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49224,10.5.71.60,25,kaoqin@hightech.com,1104@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49210,10.5.71.60,25,kaoqin@hightech.com,1369@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49220,10.5.71.60,25,kaoqin@hightech.com,1401@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49201,10.5.71.60,25,kaoqin@hightech.com,1191@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49236,10.5.71.60,25,kaoqin@hightech.com,1307@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49180,10.5.71.60,25,kaoqin@hightech.com,1435@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49215,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49180,10.5.71.60,25,kaoqin@hightech.com,1096@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49210,10.5.71.60,25,kaoqin@hightech.com,1241@hightech.com,³Ùµ½
2017-11-21 04:00:00,smtp,10.1.4.17,49176,10.5.71.60,25,kaoqin@hightech.com,1119@hightech.com,¿õ¹¤
2017-11-21 04:00:00,smtp,10.1.4.17,49211,10.5.71.60,25,kaoqin@hightech.com,1300@hightech.com,ÔçÍË
2017-11-21 09:02:45,smtp,10.1.4.17,44216,10.5.71.60,25,it@hightech.com,1388@hightech.com,×ÊÔ´ÉêÇë
2017-11-21 09:20:23,smtp,10.116.216.72,2335,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-21 09:21:47,smtp,10.64.105.83,2291,10.5.71.60,25,1431@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-21 09:21:51,smtp,10.116.216.71,2442,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1581]HOST_5XXe4e3b3557b6e0d38ae32a5408bdd3d67
2017-11-21 09:22:19,smtp,10.116.216.71,2222,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1087]HOST_5XXf62204d5e5a86209501ded33025cabdf
2017-11-21 09:23:08,smtp,10.116.216.71,2361,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1455]HOST_5XXdc690cae45a4228c54942926c8912dee
2017-11-21 09:23:37,smtp,10.64.106.9,2449,10.5.71.60,25,1184@hightech.com,1013@hightech.com,¹¤×÷»ã±¨
2017-11-21 09:23:53,smtp,10.116.216.71,1642,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:293]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-21 09:24:17,smtp,10.116.216.71,1961,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:342]HOST_5XXba677ab95bb5f600d45c5a5e3fe92728
2017-11-21 09:25:09,smtp,10.116.216.71,1916,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:228]HOST_5XX091ec3b6a8af14436855df3ea2afa370
2017-11-21 09:25:54,smtp,222.185.184.72,59840,10.5.71.60,25,a61faae0dceb1320078f9142fdf28d1a@qq.com,1154@hightech.com,ĞÜÓ¢¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592ÁùºĞ49‚ä¡Ûs¿Õ¼ûËµ
