time,proto,sip,sport,dip,dport,from,to,subject
2017-11-19 03:00:00,smtp,10.1.4.17,49191,10.5.71.60,25,fuli@hightech.com,1431@hightech.com,ÉúÈÕ¿ìÀÖ£¡£¡£¡ËÍ¾©¶«¿¨¸£Àû
2017-11-19 04:00:00,smtp,10.1.4.17,49207,10.5.71.60,25,fuli@hightech.com,1370@hightech.com,ÉúÈÕ¿ìÀÖ£¡£¡£¡ËÍ¾©¶«¿¨¸£Àû
2017-11-19 09:20:38,smtp,222.189.244.116,61047,10.5.71.60,25,ced55d08bc2ba025350218dd5f24f66a@qq.com,1228@hightech.com,00000000000000000¡²°ÄéTĞÂÆÏ¾©Ìá¹©¸ü£ÛèF°å¾«œÊÙYÁÏ£İ¡¤Ìí¼Óâ@â@£º778684162îIÈ¡ÙYÁÏºÍ38¼tŒš¡³ÅÄÅÄ´û»¹¿îÌáĞÑ
2017-11-19 09:20:54,smtp,10.116.216.72,2186,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:21:03,smtp,10.116.216.72,2374,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:21:31,smtp,222.189.244.116,64933,10.5.71.60,25,62ed658596af70d070df7365187a4eed@qq.com,1192@hightech.com,ÄôµÇ¡¾°ÄéTĞÂÆÏ¾©£ü£üÔ]ƒÔ¼´ËÍ38£ü£üÏÂóç¼´¿ÉîI¹¤ÙY£ü£üâ@â@£º778684162¡¿Ë«¸«·¥¹ÂÊ÷
2017-11-19 09:24:00,smtp,10.116.216.71,1959,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:617]HOST_5XX4636c5ce616adb77457bb513be37b5ec
2017-11-19 09:24:39,smtp,10.116.216.72,1721,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:29:10,smtp,10.64.105.248,1781,10.5.71.60,25,1293@hightech.com,1295@hightech.com,²ÆÎñ±¨ÕË
2017-11-19 09:30:44,smtp,10.116.216.72,2106,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:31:28,smtp,10.116.216.73,2561,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-19 09:31:39,smtp,10.116.216.71,2628,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:89]HOST_5XX66f04279fd706efaec2f66a3babeb0f3
2017-11-19 09:32:00,smtp,10.116.216.72,2260,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:32:53,smtp,10.116.216.71,2195,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:251]HOST_5XXac8873a555701b6920e67f380042ec36
2017-11-19 09:32:54,smtp,10.116.216.71,1761,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:598]HOST_5XXb4c1993c522a4a752091b95a7b9160f5
2017-11-19 09:34:50,smtp,10.64.105.122,2237,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-19 09:34:58,smtp,60.182.126.242,63244,10.5.71.60,25,4d36a4a67ee5d7693369c252f317e031@qq.com,1199@hightech.com,½ğ·çÓñÂ¶³õÁ¹Ò¹¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º252647499•r•r9.88‚ä¡Ûa½âÈØ
2017-11-19 09:35:25,smtp,10.116.216.71,2492,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:531]HOST_5XX4880e51bca0ffd04638fcc26ceafae5e
2017-11-19 09:35:41,smtp,10.116.216.71,2052,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:608]HOST_5XXf92f6556ee28e99c65eecb1e8833c655
2017-11-19 09:38:50,smtp,10.116.216.71,2464,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:391]HOST_5XXe6b2ac65cac46a13070ae1314bbef049
2017-11-19 09:39:07,smtp,10.116.216.71,1978,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1412]HOST_5XX660bb77285cf0a4b14e65677c9f72322
2017-11-19 09:39:23,smtp,10.116.216.71,1691,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:689]HOST_5XX85e5e4f81a52d24827b755f2bd8bb9be
2017-11-19 09:39:51,smtp,10.116.216.71,2067,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:980]HOST_5XXf92f6556ee28e99c65eecb1e8833c655
2017-11-19 09:41:37,smtp,10.116.216.71,2538,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:160]HOST_5XXbe461c9612b8e4cd733dac2a42b7840e
2017-11-19 09:41:48,smtp,36.25.30.157,49842,10.5.71.60,25,16d7fabecfc66099661479d6ce54fba6@qq.com,1079@hightech.com,0000¡²°ÄéTĞÂÆÏ¾©Ìá¹©¸ü£ÛèF°å¾«œÊÙYÁÏ£İ¡¤Ìí¼Óâ@â@£º778684162-îIÈ¡ÙYÁÏºÍ38¼tŒš¡³Àî¿¡lijun
2017-11-19 09:42:45,smtp,10.64.106.11,1720,10.5.71.60,25,1149@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com,ÀÍ¶¯ºÏÍ¬
2017-11-19 09:42:49,smtp,10.64.105.71,2467,10.5.71.60,25,1180@hightech.com,1221@hightech.com,²ÆÎñ±¨ÕË
2017-11-19 09:46:10,smtp,10.64.105.198,2105,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,Ë°Îñ
2017-11-19 09:46:19,smtp,10.64.105.29,2483,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,Ë°Îñ
2017-11-19 09:47:02,smtp,10.116.216.71,1773,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:579]HOST_5XX27ea21693fbd127e427d4ddd575d5437
2017-11-19 09:48:31,smtp,10.116.216.71,2215,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1516]HOST_5XXdcb90edf350b0491c29adbfc992544be
2017-11-19 09:48:39,smtp,10.116.216.71,2599,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:512]HOST_5XX82104c9724cb08a26ec4387c561c31be
2017-11-19 09:49:21,smtp,10.116.216.71,2479,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:356]HOST_5XXb1cb62889a888dbc51b128b3165e9617
2017-11-19 09:50:02,smtp,10.64.105.12,1968,10.5.71.60,25,1342@hightech.com,1499@hightech.com,²ÆÎñ±¨ÕË
2017-11-19 09:50:15,smtp,10.116.216.72,2240,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:50:34,smtp,14.17.32.47,2248,10.5.71.60,25,379cb0be656173930bc9f564601ee882@foxmail.com,1499@hightech.com,¸öÈË×ÊÁÏ
2017-11-19 09:50:39,smtp,10.116.216.71,2022,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:400]HOST_5XX05a7434da5d82f0773bc48a6cdcd33f9
2017-11-19 09:52:02,smtp,10.116.216.72,2371,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-19 09:52:43,smtp,10.116.216.71,2475,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:825]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-19 09:52:55,smtp,10.116.216.71,2075,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1226]HOST_5XXc6d3b3150011b5f274a1294a19e7c514
2017-11-19 09:53:19,smtp,10.116.216.71,1741,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:872]HOST_5XX021a9f760b3cd2175487d916dd639670
2017-11-19 09:53:36,smtp,10.116.216.73,2066,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
