time,proto,sip,sport,dip,dport,from,to,subject
2017-11-29 03:00:00,smtp,10.1.4.17,49263,10.5.71.60,25,kaoqin@hightech.com,1135@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49229,10.5.71.60,25,kaoqin@hightech.com,1405@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49189,10.5.71.60,25,kaoqin@hightech.com,1165@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49223,10.5.71.60,25,kaoqin@hightech.com,1149@hightech.com,øıπ§
2017-11-29 03:00:00,smtp,10.1.4.17,49199,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49182,10.5.71.60,25,kaoqin@hightech.com,1210@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49183,10.5.71.60,25,kaoqin@hightech.com,1368@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49206,10.5.71.60,25,kaoqin@hightech.com,1326@hightech.com,≥ŸµΩ
2017-11-29 03:00:00,smtp,10.1.4.17,49191,10.5.71.60,25,kaoqin@hightech.com,1383@hightech.com,øıπ§
2017-11-29 03:00:00,smtp,10.1.4.17,49192,10.5.71.60,25,kaoqin@hightech.com,1424@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49196,10.5.71.60,25,kaoqin@hightech.com,1390@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49208,10.5.71.60,25,kaoqin@hightech.com,1352@hightech.com,øıπ§
2017-11-29 04:00:00,smtp,10.1.4.17,49213,10.5.71.60,25,kaoqin@hightech.com,1322@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49221,10.5.71.60,25,kaoqin@hightech.com,1013@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49183,10.5.71.60,25,kaoqin@hightech.com,1059@hightech.com,øıπ§
2017-11-29 04:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1328@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49168,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,≥ŸµΩ-‘ÁÕÀ
2017-11-29 04:00:00,smtp,10.1.4.17,49214,10.5.71.60,25,kaoqin@hightech.com,1115@hightech.com,≥ŸµΩ
2017-11-29 04:00:00,smtp,10.1.4.17,49235,10.5.71.60,25,kaoqin@hightech.com,1100@hightech.com,øıπ§
2017-11-29 04:00:00,smtp,10.1.4.17,49243,10.5.71.60,25,kaoqin@hightech.com,1389@hightech.com,øıπ§
2017-11-29 04:00:00,smtp,10.1.4.17,49201,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,øıπ§
2017-11-29 09:21:00,smtp,10.116.216.71,1965,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:105]HOST_5XX1692b77da09df3d8944a098e7f19e7a6
2017-11-29 09:22:18,smtp,115.211.187.250,52604,10.5.71.60,25,3daa030c40c1b5b2eed263c10d22e0c6@qq.com,1087@hightech.com,“∆◊°ƒœ…Ω°⁄∞ƒÈT–¬∆œæ©116498¸ccom£≠‘]É‘º¥ÀÕ38£≠‚@‚@£∫778684162»∫Ãñ£∫252647499ïrïr9.88Ç‰°€≤ªº˚π◊≤ƒ≤ªœ¬¿·
2017-11-29 09:22:35,smtp,10.116.216.72,1966,10.5.71.60,25,ti@hightech.net,1060@hightech.com,ª•¡™Õ¯◊ ≤˙º‡øÿ±®æØ
2017-11-29 09:22:59,smtp,10.116.216.72,1721,10.5.71.60,25,ti@hightech.net,1060@hightech.com,ª•¡™Õ¯◊ ≤˙º‡øÿ±®æØ
2017-11-29 09:23:09,smtp,10.116.216.73,1634,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,∞≤»´” º˛±¿¿£
2017-11-29 09:24:06,smtp,10.116.216.71,2341,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:664]HOST_5XX96aaeeb7d85b6c5f91dd01233c5ea43f
2017-11-29 09:24:21,smtp,10.116.216.71,2107,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1452]HOST_5XX50141482c32c1bebd7343e843eb93c28
2017-11-29 09:24:23,smtp,10.116.216.71,1528,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:617]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-29 09:24:33,smtp,10.116.216.71,2196,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:378]HOST_5XX86d9f719cab37db205521b5ee581fd5e
2017-11-29 09:25:34,smtp,10.116.216.71,1769,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:850]HOST_5XX22d4eb407f91e9cc27a9c5465bc582df
2017-11-29 09:27:21,smtp,10.64.106.29,1995,10.5.71.60,25,1433@hightech.com,ce240cad81bb5c9695dd295c640a7d43@sohu.com,π´ÀæºÚΩÈ
2017-11-29 09:28:19,smtp,10.116.216.71,2168,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:497]HOST_5XX3cc7b57e462441aedcd6d22f8bd4e1d4
2017-11-29 09:28:25,smtp,10.64.106.30,2072,10.5.71.60,25,1137@hightech.com,1041@hightech.com,π§◊˜ª„±®
2017-11-29 09:28:41,smtp,10.116.216.71,1631,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:205]HOST_5XX5ebb2c848da4b8db5d14e755d1db45ba
